,PC,Address,Recency,Frequency
58,0xb7fbd086,0xbf88cf92,1,179080
59,0xb7fbd075,0xbf88b300,6,103284
60,0xb7fbd070,0xbf88cfb3,6,103285
61,0xb7fbd075,0xbf88b304,7,103285
62,0xb7fbd081,0xbf88ae14,98,1039
63,0xb7fbd084,0xbf88ae18,128,796
64,0xb7fbd085,0xbf88ae1c,154,794
65,0xb7fab483,0xbf88ae34,179,1393
66,0xb7fab4d8,0xb7fc3f1c,1,140775
67,0xb7fab4de,0xbf88aea0,37,29
68,0xb7fab4e1,0xbf88ae9c,66,89
69,0xb7fab4e6,0xbf88b228,20,386
70,0xb7fab4ee,0xb7fc3eec,0,180505
71,0xb7fab5aa,0xbf88aeb8,44,14
72,0xb7fab5ab,0xbf88aebc,51,12
73,0xb7fab5ac,0xbf88aec0,43,10
74,0xb7fab5ad,0xbf88aec4,52,8
75,0xb7fab5ae,0xbf88aec8,55,6
76,0xb7fabe1b,0xbf88b24c,16,200
77,0xb7fabe24,0xbf88b250,18,203
78,0xb7fabf8d,0xbf88aed4,36,109
79,0xb7fabf95,0xbf88aed0,137,20
80,0xb7fabf9d,0xbf88aecc,1042,108
81,0xb7fb3ac4,0xbf88ae98,28,93
82,0xb7fb3ac7,0xbf88ae94,40,73
83,0xb7fb3aca,0xbf88ae90,46,90
84,0xb7fb3acd,0xbf88ae84,76,2
85,0xb7fb3ad0,0xbf88ae80,251,2
86,0xb7fb3adb,0xb7fc3e9c,16,380
87,0xb7fb3ae3,0xbf88aea8,59,2
88,0xb7fb3af1,0xbf88ae88,44,10
89,0xb7faa7b8,0xb7fc4008,13,379
90,0xb7fbd7d0,0xbf88ae7c,68,48
91,0xb7fbd7d3,0xbf88ae78,86,46
92,0xb7fbd7d4,0xbf88ae74,141,1
93,0xb7fbd7ec,0xbf88ae70,159,38
94,0xb7faa7a8,0xb7fc4004,27,379
95,0xb7fbd6f0,0xbf88ae6c,498,35
96,0xb7fbd6f3,0xbf88ae68,50,33
97,0xb7fbd6f4,0xbf88ae64,70,1
98,0xb7fbd705,0xbf88ae60,170,6
99,0xb7fbd710,0xbf88ae5c,53,25
100,0xb7faa798,0xb7fc4000,28,379
101,0xb7fbd5d0,0xbf88ae58,58,22
102,0xb7fbd5d6,0xbf88ae4c,65,20
103,0xb7fbd5dc,0xbf88ae30,66,1
104,0xb7fbd5e7,0xbf88ae50,14,11
105,0xb7fbd5ea,0xbf88ae54,20,11
106,0xb7fbd5f0,0xb7fc46a8,62,3
107,0xb7fbd6a0,0xb7fc3ce4,32,1922
108,0xb7fbd6ac,0xb7fc46a4,115,2
109,0xb7fbd62c,0xb7fc46ac,27,376
110,0xb7fb3b0b,0xbf88aea4,44,4
111,0xb7fb3b28,0xb7fc46fc,76,2421
112,0xb7fb3b2e,0xb7fc46f4,155,29543
113,0xb7fb3b37,0xbf88ae8c,27,6
114,0xb7fbebd7,0xb7fc19fd,97,91
115,0xb7fbebd7,0xb7fc49b8,75,2419
116,0xb7fb3b4d,0xb7fc49b4,0,180505
117,0xb7fb3b54,0xbf88ae90,45,290
118,0xb7fb3b58,0xbf88ae98,27,80
119,0xb7fb3b5e,0xb7fc49ac,75,2398
120,0xb7fb3b64,0xb7fc486c,30,2
121,0xb7fb3b6b,0xb7fc46e4,81,2377
122,0xb7fb3b79,0xbf88aed4,35,53
123,0xb7fb3b7c,0xbf88aecc,1041,63
124,0xb7fb3b7f,0xb7fc46f8,11,2334
125,0xb7fb3b82,0xbf88aea8,57,4
126,0xb7fb3b85,0xb7fc484c,6,2702
127,0xb7fb3b94,0xb7fc492c,0,180505
128,0xb7fb3b94,0xb7fc4934,0,180505
129,0xb7fb3b94,0xb7fc493c,0,180505
130,0xb7fb3b94,0xb7fc4944,0,180505
131,0xb7fb3b94,0xb7fc494c,0,180505
132,0xb7fb3b94,0xb7fc4954,0,180505
133,0xb7fb3b94,0xb7fc495c,0,180505
134,0xb7fb3b94,0xb7fc4964,0,180505
135,0xb7fb3b94,0xb7fc496c,0,180505
136,0xb7fb3b94,0xb7fc4974,0,180505
137,0xb7fb3b94,0xb7fc497c,0,180505
138,0xb7fb3b94,0xb7fc4984,0,180505
139,0xb7fb3b94,0xb7fc498c,0,180505
140,0xb7fb3b94,0xb7fc4994,0,180505
141,0xb7fb3b94,0xb7fc499c,0,180505
142,0xb7fb3b94,0xb7fc49a4,0,180505
143,0xb7fb3bb3,0xb7fc4020,38,4
144,0xb7fb3bbc,0xb7fc48ac,30,84820
145,0xb7fb3bc2,0xb7fc48a8,0,180505
146,0xb7fb3c04,0xb7fc4024,11,1
147,0xb7fb3c0f,0xb7fc42f8,11,1
148,0xb7fb3c16,0xb7fc42fc,11,1
149,0xb7fb3c45,0xb7fc4898,45,84971
150,0xb7fb3c56,0xb7fc48b0,0,180505
151,0xb7fb3c5c,0xb7fc19fd,96,285
152,0xb7fb3c6f,0xbf88aec8,53,90
153,0xb7fabfae,0xbf88af58,45,1
154,0xb7fabfd2,0xbf88b248,18,16
155,0xb7fabfd6,0xbf88b24c,15,93784
156,0xb7fabfd9,0xbf88b244,20,7
157,0xb7fabfdc,0xbf88af63,2,105
158,0xb7fabfe3,0xb7fc4838,0,180505
159,0xb7fabfea,0xbf88b250,17,93740
160,0xb7fabfec,0xb7fc4830,0,180505
161,0xb7fabff2,0xb7fc4834,0,180505
162,0xb7fac001,0xbf88af61,2,23
163,0xb7fac008,0xb7fc4868,1,1
164,0xb7fac00f,0xb7fc4890,6,32
165,0xb7fac019,0xb7fc4894,3,35
166,0xb7fac023,0xb7fc488c,4,24
167,0xb7fac06a,0x8048034,0,180505
168,0xb7fac235,0x804803c,0,180505
169,0xb7fac238,0xb7fc46e0,51,6
170,0xb7fac06a,0x8048054,0,180505
171,0xb7fac5fd,0xb7fc433c,16,48
172,0xb7fac603,0xb7fc4328,0,180505
173,0xb7fac609,0x804805c,0,180505
174,0xb7fac612,0xb7fc463c,13,49
175,0xb7fac06a,0x8048074,0,180505
176,0xb7fac596,0x8048090,0,180505
177,0xb7fac59b,0x804807c,1,5
178,0xb7fac5b9,0x8048088,0,180505
179,0xb7fac5ca,0x804808c,0,180505
180,0xb7fac06a,0x8048094,0,180505
181,0xb7fac596,0x80480b0,0,180505
182,0xb7fac59b,0x804809c,1,4
183,0xb7fac5b9,0x80480a8,0,180505
184,0xb7fac5ca,0x80480ac,0,180505
185,0xb7fac06a,0x80480b4,0,180505
186,0xb7fac6b5,0x80480bc,0,180505
187,0xb7fac6ba,0xb7fc46e8,2,42
188,0xb7fac06a,0x80480d4,0,180505
189,0xb7fac109,0xb7fc4908,0,180505
190,0xb7fac15d,0xb7fc4378,5,2368
191,0xb7fac167,0xb7fc4354,31,2369
192,0xb7fac16d,0xb7fc3f44,31,2370
193,0xb7fac17a,0xb7fc3f2c,6,19
194,0xb7fac180,0xbf88aed0,135,5
195,0xb7fbe6c1,0x80480f4,23,2298
196,0xb7fbe6cc,0xb7faa5b8,16,2334
197,0xb7fac196,0xb7fc462c,6,2336
198,0xb7fac1a0,0xb7fc4630,1,20422
199,0xb7fac1aa,0xb7fc4640,13,2
200,0xb7fac1ad,0xb7fc4628,11,2311
201,0xb7fac1c4,0xb7fc44ac,31,1949
202,0xb7fac1d1,0xbf88af63,1,148456
203,0xb7fac1f1,0x8058364,1,2060
204,0xb7fac202,0xb7fc4704,3,2
205,0xb7fac205,0x805836c,1,4366
206,0xb7fac205,0x8058374,1,6695
207,0xb7fac205,0x805837c,1,9175
208,0xb7fac202,0xb7fc4738,8,2213
209,0xb7fac205,0x8058384,1,9176
210,0xb7fac202,0xb7fc4730,0,180505
211,0xb7fac205,0x805838c,1,9177
212,0xb7fac202,0xb7fc4734,0,180505
213,0xb7fac205,0x8058394,1,9178
214,0xb7fac202,0xb7fc4710,1,45
215,0xb7fac205,0x805839c,1,9179
216,0xb7fac202,0xb7fc4714,194,2037
217,0xb7fac205,0x80583a4,1,9180
218,0xb7fac202,0xb7fc4718,186,29310
219,0xb7fac205,0x80583ac,1,9181
220,0xb7fac202,0xb7fc4728,0,180505
221,0xb7fac205,0x80583b4,1,9182
222,0xb7fac202,0xb7fc472c,0,180505
223,0xb7fac205,0x80583bc,1,9183
224,0xb7fac202,0xb7fc4754,1,1952
225,0xb7fac205,0x80583c4,1,9184
226,0xb7fac202,0xb7fc470c,1,84684
227,0xb7fac205,0x80583cc,1,9185
228,0xb7fac202,0xb7fc4708,1,84708
229,0xb7fac205,0x80583d4,1,9186
230,0xb7fac202,0xb7fc4750,3,18
231,0xb7fac205,0x80583dc,1,9187
232,0xb7fac202,0xb7fc475c,30,84672
233,0xb7fac205,0x80583e4,1,9188
234,0xb7fac202,0xb7fc4744,2,17
235,0xb7fac205,0x80583ec,1,9189
236,0xb7fac202,0xb7fc4748,1,84689
237,0xb7fac205,0x80583f4,1,9190
238,0xb7fac202,0xb7fc474c,1,14
239,0xb7fac205,0x80583fc,1,9191
240,0xb7fac227,0xb7fc478c,1,12710
241,0xb7fac205,0x8058404,1,9192
242,0xb7fac227,0xb7fc4788,0,180505
243,0xb7fac205,0x805840c,1,9193
244,0xb7fac227,0xb7fc47c4,32,14248
245,0xb7fac205,0x8058414,1,9194
246,0xb7fac2f6,0x80583d8,2,84681
247,0xb7fac32d,0xb7fc471c,1,90126
248,0xb7fac34b,0x80583f8,0,180505
249,0xb7fac355,0xb7fc4778,0,180505
250,0xb7fac396,0xb7fc4798,0,180505
251,0xb7fac3b6,0xb7fc4774,4,1852
252,0xb7fb2a70,0xb7fc4710,0,180505
253,0xb7fb2a77,0x8058398,0,180505
254,0xb7fb2a7a,0x8048128,0,180505
255,0xb7fb2a7f,0xb7fc4864,155,29294
256,0xb7fb2a85,0xb7fc4850,310,29263
257,0xb7fb2a8e,0xb7fc4860,103,29337
258,0xb7fac3cf,0xbf88b228,19,1934
259,0xb7fac3d9,0xb7fc3e70,3,154
260,0xb7fac3e5,0xbf88af68,5,151
261,0xb7fb3ac4,0xbf88ae98,25,89
262,0xb7fb3ac7,0xbf88ae94,38,69
263,0xb7fb3aca,0xbf88ae90,44,86
264,0xb7fb3adb,0xb7fc3e9c,15,1894
265,0xb7faa7b8,0xb7fc4008,12,3575
266,0xb7fbd7ec,0xbf88ae70,157,35
267,0xb7faa7a8,0xb7fc4004,26,232
268,0xb7fbd6f0,0xbf88ae6c,496,32
269,0xb7fbd6f3,0xbf88ae68,48,30
270,0xb7fbd705,0xbf88ae60,168,6
271,0xb7fbd710,0xbf88ae5c,51,22
272,0xb7faa798,0xb7fc4000,27,232
273,0xb7fbd5d0,0xbf88ae58,56,19
274,0xb7fbd5d6,0xbf88ae4c,63,17
275,0xb7fbd5dc,0xbf88ae30,63,1
276,0xb7fbd5e7,0xbf88ae50,12,8
277,0xb7fbd5ea,0xbf88ae54,18,8
278,0xb7fbd5f0,0xb7fc46a8,59,3
279,0xb7fbd62c,0xb7fc46ac,26,232
280,0xb7fb3b28,0xb7fc49dc,15,228
281,0xb7fb3b2e,0xb7fc49d4,0,180505
282,0xb7fb3b37,0xbf88ae8c,25,6
283,0xb7fbebd7,0xb7fc19fd,95,51
284,0xb7fbebd7,0xb7fc4c18,0,180505
285,0xb7fb3b4d,0xb7fc4c14,0,180505
286,0xb7fb3b5e,0xb7fc4c0c,14,225
287,0xb7fb3b64,0xb7fc4b4c,4,2
288,0xb7fb3b6b,0xb7fc49c4,13,2198
289,0xb7fb3b7f,0xb7fc49d8,0,180505
290,0xb7fb3b85,0xb7fc4b2c,0,180505
291,0xb7fb3bb3,0xb7fc4020,35,9
292,0xb7fb3bbc,0xb7fc4b8c,2,5
293,0xb7fb3bc2,0xb7fc4b88,0,180505
294,0xb7fb3bd7,0xb7fc46ec,29,4
295,0xb7fb3be1,0xb7fc49d0,4,213
296,0xb7fb3bfe,0xb7fc4b78,1,12
297,0xb7fb3c04,0xb7fc4024,9,1
298,0xb7fb3c0f,0xb7fc42f8,9,1
299,0xb7fb3c16,0xb7fc42fc,9,1
300,0xb7fb3c45,0xb7fc4b7c,0,180505
301,0xb7fb3c56,0xb7fc4b90,1,111
302,0xb7fac41c,0xbf88af7c,28,2
303,0xb7fac42b,0xbf88af68,4,187
304,0xb7fac43f,0xb7fc3e70,2,94941
305,0xb7fac44d,0xffffe01c,0,180505
306,0xb7fac450,0xb7fc4b10,6,4
307,0xb7fac456,0xffffe02c,0,180505
308,0xb7fac45d,0xb7fc4b18,6,21
309,0xb7fac4a7,0xffffe034,2,187
310,0xb7fac4c9,0xb7fc49c0,7,3
311,0xb7fac4cf,0xffffe03c,2,5
312,0xb7fac4e0,0xffffe048,1,5
313,0xb7fac4e6,0xb7fc4b70,3,1
314,0xb7fac4f4,0xffffe04c,0,180505
315,0xb7fac506,0xb7fc4b74,3,1
316,0xb7fac4a7,0xffffe054,2,174
317,0xb7fac4ae,0xffffe05c,0,180505
318,0xb7fac4b1,0xb7fc49c8,2,25
319,0xb7fac4b4,0xffffe068,0,180505
320,0xb7fac4ba,0xb7fc4b1a,0,180505
321,0xb7fac4a7,0xffffe074,2,173
322,0xb7fac4a7,0xffffe094,1,428
323,0xb7fadd99,0xb7fc4b6c,1,104328
324,0xb7faddb1,0xbf88af18,21,22
325,0xb7faddc7,0xffffe5a8,0,180505
326,0xb7faddd8,0xb7fc4a18,6,46
327,0xb7fadddb,0xffffe5b0,0,180505
328,0xb7faddd8,0xb7fc49f0,1,25
329,0xb7fadddb,0xffffe5b8,0,180505
330,0xb7faddd8,0xb7fc49f4,7,43
331,0xb7fadddb,0xffffe5c0,0,180505
332,0xb7faddd8,0xb7fc49f8,0,180505
333,0xb7fadddb,0xffffe5c8,0,180505
334,0xb7faddd8,0xb7fc4a08,0,180505
335,0xb7fadddb,0xffffe5d0,0,180505
336,0xb7faddd8,0xb7fc4a0c,0,180505
337,0xb7fadddb,0xffffe5d8,0,180505
338,0xb7fade01,0xb7fc4a74,1,14096
339,0xb7fadddb,0xffffe5e0,0,180505
340,0xb7fade01,0xb7fc4a70,0,180505
341,0xb7fadddb,0xffffe5e8,0,180505
342,0xb7fade01,0xb7fc4aa4,1,14166
343,0xb7fadddb,0xffffe5f0,0,180505
344,0xb7faca2e,0xb7fc4a30,0,180505
345,0xb7faca46,0xb7fc49fc,0,180505
346,0xb7faca5a,0xb7fc4a24,0,180505
347,0xb7faca6e,0xb7fc4a58,0,180505
348,0xb7facaaf,0xb7fc4a78,0,180505
349,0xb7facacf,0xb7fc4a54,0,180505
350,0xb7fb2a77,0xffffe5b4,0,180505
351,0xb7fb2a7a,0xffffe0b4,0,180505
352,0xb7fb2a7f,0xb7fc4b44,0,180505
353,0xb7fb2a85,0xb7fc4b30,0,180505
354,0xb7fb2a8e,0xb7fc4b40,0,180505
355,0xb7facaee,0xb7fc4b4c,2,1
356,0xb7facaf5,0xb7fc4b90,0,180505
357,0xb7facb07,0xb7fc4b20,0,180505
358,0xb7facb11,0xb7fc4b1c,0,180505
359,0xb7facb13,0xb7fc4a18,5,2096
360,0xb7facb1d,0xffffe5ac,5,2095
361,0xb7facb20,0xffffe5bc,6,2097
362,0xb7facb2b,0xbf88af80,2,39
363,0xb7faa7a8,0xb7fc4004,25,697
364,0xb7faa798,0xb7fc4000,26,697
365,0xb7fbd5d0,0xbf88aeb0,39,19
366,0xb7fbd5ea,0xbf88aeac,38,8
367,0xb7fbd62c,0xb7fc46ac,25,697
368,0xb7facb4d,0xb7fc49dc,14,2014
369,0xb7fbebc7,0xffffe168,6,2
370,0xb7fbebc7,0xb7fc4c20,14,2
371,0xb7fbebd7,0xffffe174,0,180505
372,0xb7fbebd7,0xb7fc4c2c,0,180505
373,0xb7facb60,0xb7fc4c0c,13,1994
374,0xb7facb68,0xb7fc49cc,26,1587
375,0xb7facb7f,0xb7fc49d0,3,3
376,0xb7facba3,0xb7fc432c,19,1955
377,0xb7facbac,0xb7fc3e6c,1,19960
378,0xb7facbb2,0xbf88af68,3,1577
379,0xb7facbb8,0xb7fc3e74,2,236
380,0xb7facbfe,0xbf88afc4,3,11
381,0xb7facc10,0xbf88afe4,8,3
382,0xb7facc16,0xbf88afc0,7,4
383,0xb7facc20,0xbf88aef0,23,27
384,0xb7facc4e,0xffffe034,1,237
385,0xb7facc4e,0xffffe054,1,237
386,0xb7facc4e,0xffffe074,1,237
387,0xb7facc59,0xffffe088,1,237
388,0xb7facc5c,0xffffe07c,1,237
389,0xb7facc5f,0xb7fc49c0,3,237
390,0xb7facc61,0xbf88afcc,1,148118
391,0xb7facc6c,0xbf88afbc,1,148101
392,0xb7facc72,0xbf88aeec,24,1
393,0xb7faccca,0xffffe460,1,238
394,0xb7faccd4,0xffffe474,0,180505
395,0xb7facce6,0xb7fc3ce8,7,1
396,0xb7facd05,0xb7fc3ee0,0,180505
397,0xb7fb1167,0xb7fc3cf0,0,180505
398,0xb7fb1173,0xb7fc3cec,3,2178
399,0xb7fb1179,0xbf88ae90,42,1136
400,0xb7fb1182,0xbf88ae8c,23,1142
401,0xb7fbc3e7,0xbf88ae20,181,9
402,0xb7fbc3ea,0xbf88ae1c,153,533
403,0xb7fbc3ed,0xbf88ae18,127,559
404,0xb7fbc3f0,0xb7fc3d28,0,180505
405,0xb7fbc3f6,0xb7fc3d20,3,2855
406,0xb7fbc3fc,0xbf88ae3c,137,7
407,0xb7fbc3ff,0xb7fc3d2c,0,180505
408,0xb7fbc405,0xb7fc3d24,3,2854
409,0xb7fbc40b,0xbf88ae40,143,3
410,0xb7fbc417,0xbf88ae44,124,5
411,0xb7fbc46e,0xb7fc3e74,1,12025
412,0xb7fbc476,0xbf88ae24,65,26
413,0xb7fbc486,0xb7fc4b10,0,180505
414,0xb7fbc492,0xbf88ae54,16,12
415,0xb7fbc4a1,0xbf88ae68,46,4
416,0xb7fbc4a4,0xbf88ae50,10,1026
417,0xb7fbc4ab,0xbf88ae58,54,4
418,0xb7fbc4b2,0xbf88adf8,342,1366
419,0xb7fbc4d7,0xffffe034,0,180505
420,0xb7fbc4d7,0xffffe054,0,180505
421,0xb7fbc4d7,0xffffe074,0,180505
422,0xb7fbc4df,0xffffe088,0,180505
423,0xb7fbc4e2,0xffffe07c,0,180505
424,0xb7fbc4e5,0xb7fc49c0,2,13724
425,0xb7fbc4e7,0xbf88ae28,161,10
426,0xb7fbc4ef,0xbf88adec,145,7
427,0xb7fbc4f5,0xbf88adf0,78,1
428,0xb7fbc539,0xffffe468,0,180505
429,0xb7fbc506,0xffffe460,0,180505
430,0xb7fbc508,0xffffe464,0,180505
431,0xb7fbc4d7,0xffffe094,0,180505
432,0xb7fbc58a,0xbf88ade0,225,3
433,0xb7fbc592,0xbf88addc,205,3
434,0xb7fbc595,0xbf88add8,203,7
435,0xb7fbe10b,0xbf88add4,3335,1
436,0xb7fbe11a,0xb7fc46c8,11,1288
437,0xb7fbc5f9,0xbf88ae14,97,4
438,0xb7fbca78,0xbf88ae4c,61,4
439,0xb7fbc69d,0xbf88ae70,155,3
440,0xb7fbc6ad,0xbf88ae00,462,140
441,0xb7fbc6b3,0xbf88adf4,94,8
442,0xb7fbc6f6,0xbf88adc0,546,293
443,0xb7fbc6f8,0xbf88adac,289,2
444,0xb7fbc6fb,0xbf88ada8,375,2
445,0xb7fbc71a,0xbf88adc4,580,144
446,0xb7fbc72d,0xbf88ae10,346,118
447,0xb7fbc73c,0xbf88ae0c,372,118
448,0xb7fbc6f6,0xbf88adc8,201,155
449,0xb7fbc71a,0xbf88adcc,346,31
450,0xb7fbc741,0xbf88ae20,179,3
451,0xb7fbc751,0xbf88ae1c,152,11486
452,0xb7fbc75a,0xbf88add0,273,111
453,0xb7fbc7f2,0xbf88ae18,126,42
454,0xb7fbc7f9,0xbf88ae30,60,365
455,0xb7fbc7fc,0xb7fc3f0c,70,43
456,0xb7faa7a8,0xb7fc4004,24,572
457,0xb7fbd6f0,0xbf88ada4,350,32
458,0xb7fbd6f3,0xbf88ada0,344,30
459,0xb7fbd6f4,0xbf88ad9c,914,1
460,0xb7fbd705,0xbf88ad98,82,6
461,0xb7fbd710,0xbf88ad94,638,22
462,0xb7faa798,0xb7fc4000,25,572
463,0xb7fbd5d0,0xbf88ad90,574,19
464,0xb7fbd5d6,0xbf88ad84,121,17
465,0xb7fbd5dc,0xbf88ad68,37,1
466,0xb7fbd5e7,0xbf88ad88,111,8
467,0xb7fbd5ea,0xbf88ad8c,107,8
468,0xb7fbd5f0,0xb7fc46a8,55,3
469,0xb7fbd62c,0xb7fc46ac,24,572
470,0xb7fbc80b,0xbf88ae34,178,3
471,0xb7fbc82d,0xb7fc4c30,2,452
472,0xb7fbc82f,0xb7fc4c38,1,490
473,0xb7fbc845,0xbf88ae48,90,8
474,0xb7fbc84b,0xbf88ae08,384,437
475,0xb7fbc854,0xbf88ae60,166,26
476,0xb7fbc86d,0xbf88adb4,908,6
477,0xb7fbc871,0xbf88add8,200,86
478,0xb7fbc876,0xbf88adb0,300,5
479,0xb7fbeb35,0xb7fc205f,3,86
480,0xb7fbeb35,0xb7fc4cb0,0,180505
481,0xb7fbc87f,0xb7fc4cb3,0,180505
482,0xb7fbc8ad,0xbf88add4,3330,86
483,0xb7fbc8b4,0xbf88add0,272,86
484,0xb7fbeb35,0xbf88b39b,13,86
485,0xb7fbeb35,0xb7fc4cb4,0,180505
486,0xb7fbc8c8,0xb7fc4cb8,0,180505
487,0xb7fbc8ad,0xbf88adcc,344,134
488,0xb7fbc8b4,0xbf88adc8,200,134
489,0xb7fbeb35,0xb7fc3e00,1,134
490,0xb7fbeb35,0xb7fc4cb9,0,180505
491,0xb7fbc8c8,0xb7fc4cbd,0,180505
492,0xb7fbc8d0,0xbf88ae14,89,67
493,0xb7fbc8d3,0xbf88adc4,578,67
494,0xb7fbc8da,0xbf88adc0,545,67
495,0xb7fbeb35,0xb7fc3da8,3,67
496,0xb7fbeb35,0xb7fc4cbe,0,180505
497,0xb7fbc8e8,0xb7fc4cc2,0,180505
498,0xb7fbeb35,0xb7fc4cc3,0,180505
499,0xb7fbc87f,0xb7fc4cc6,0,180505
500,0xb7fbeb35,0xb7fc4cc7,0,180505
501,0xb7fbc8c8,0xb7fc4ccb,0,180505
502,0xb7fbeb35,0xb7fc4ccc,0,180505
503,0xb7fbc8e8,0xb7fc4cd0,0,180505
504,0xb7fbeb35,0xb7fc4cd1,0,180505
505,0xb7fbc87f,0xb7fc4cd4,0,180505
506,0xb7fbeb35,0xb7fc4cd5,0,180505
507,0xb7fbc8c8,0xb7fc4cd9,0,180505
508,0xb7fbeb35,0xb7fc4cda,0,180505
509,0xb7fbc8e8,0xb7fc4cde,0,180505
510,0xb7fbeb35,0xb7fc4cdf,0,180505
511,0xb7fbc87f,0xb7fc4ce2,0,180505
512,0xb7fbeb35,0xb7fc4ce3,0,180505
513,0xb7fbc8e8,0xb7fc4ce7,0,180505
514,0xb7fbc962,0xbf88ae34,176,2
515,0xb7fbc965,0xb7fc4c34,10,42
516,0xb7fbc965,0xb7fc4c3c,6,43
517,0xb7fbc965,0xb7fc4c44,7,44
518,0xb7fbc965,0xb7fc4c4c,4,45
519,0xb7fbc965,0xb7fc4c54,7,46
520,0xb7fbc965,0xb7fc4c5c,4,47
521,0xb7fbc965,0xb7fc4c64,4,48
522,0xb7fbc965,0xb7fc4c6c,2,49
523,0xb7fbc965,0xb7fc4c74,6,69
524,0xb7fbc965,0xb7fc4c7c,4,70
525,0xb7fbc965,0xb7fc4c84,4,71
526,0xb7fbc965,0xb7fc4c8c,2,72
527,0xb7fbc965,0xb7fc4c94,4,98
528,0xb7fbc965,0xb7fc4c9c,2,99
529,0xb7fbc965,0xb7fc4ca4,2,128
530,0xb7fbc965,0xb7fc4cac,0,180505
531,0xb7fbc981,0xbf88ae04,323,170
532,0xb7fbc989,0xbf88ae6c,494,1
533,0xb7fbc99b,0xbf88ae30,59,1
534,0xb7fbc9ba,0xbf88add4,3328,3
535,0xb7fbc9ba,0xbf88adcc,342,3
536,0xb7fbc9d4,0xbf88ae08,383,40
537,0xb7fbc9d8,0xbf88ae38,36,1
538,0xb7fbc9eb,0xbf88adf0,71,2
539,0xb7fbca01,0xb7fc4c30,1,35
540,0xb7fbca04,0xb7fc4c40,3,4
541,0xb7fbca25,0xb7fc4c48,1,41
542,0xb7fbca04,0xb7fc4c50,3,4
543,0xb7fbca25,0xb7fc4c58,1,38
544,0xb7fbca04,0xb7fc4c60,2,4
545,0xb7fbca25,0xb7fc4c68,1,35
546,0xb7fbca56,0xb7fc4c70,0,180505
547,0xb7fbca48,0xb7fc4c38,0,180505
548,0xb7fbca56,0xb7fc4c78,0,180505
549,0xb7fbca56,0xb7fc4c80,0,180505
550,0xb7fbca56,0xb7fc4c88,0,180505
551,0xb7fbca56,0xb7fc4c90,0,180505
552,0xb7fbca56,0xb7fc4c98,0,180505
